编号,所属类型,所属板块,所属政党,内容
0_0_99_001,政策,市场,通用,更改仓储容量，消耗：金钱 | 正面效果：调整国家战略商品仓储容量上限 | 副作用/风险：无
0_5_5_029,政策,社会,独裁,领袖荣誉头衔授予，消耗：权威、声量 | 正面效果：授予领袖荣誉、提升稳定 | 副作用/风险：其他阶层激进化
0_5_5_030,政策,社会,独裁,领袖特权头衔授予，消耗：权威、声量 | 正面效果：授予领袖特权、提升稳定 | 副作用/风险：其他阶层激进化严重
0_5_5_031,政策,社会,独裁,领袖封地授予，消耗：大量权威、威望 | 正面效果：增强封地忠诚、提升稳定 | 副作用/风险：其他阶层激进化严重
0_5_5_032,政策,社会,独裁,忠诚封地授予，消耗：大量权威、声量 | 正面效果：增强忠诚封地、提升忠诚 | 副作用/风险：其他阶层激进化严重
0_5_5_033,政策,社会,独裁,领袖阶级固定，消耗：权威、声量 | 正面效果：固定领袖阶级、提升稳定 | 副作用/风险：底层阶级激进化严重
0_5_5_034,政策,社会,独裁,领袖阶级管理，消耗：权威、声量 | 正面效果：增强领袖阶级、提升权威 | 副作用/风险：底层阶级激进化
0_5_5_035,政策,社会,独裁,领袖特权阶级确立，消耗：大量权威、声量 | 正面效果：确立领袖特权阶级、大幅提升稳定 | 副作用/风险：底层阶级激进化严重
0_5_5_036,政策,社会,独裁,领袖福利建立，消耗：权威、金钱 | 正面效果：建立领袖福利、增强忠诚 | 副作用/风险：其他福利缺失
0_5_5_037,政策,社会,独裁,忠诚福利建立，消耗：权威、金钱 | 正面效果：建立忠诚福利、提升稳定 | 副作用/风险：其他福利缺失
0_5_5_038,政策,社会,独裁,领袖养老福利，消耗：权威、金钱 | 正面效果：建立领袖养老、增强忠诚 | 副作用/风险：其他养老缺失严重
0_5_5_039,政策,社会,独裁,忠诚养老福利，消耗：权威、金钱 | 正面效果：建立忠诚养老、提升稳定 | 副作用/风险：其他养老缺失
0_5_5_040,政策,社会,独裁,领袖公民权制度，消耗：权威 | 正面效果：建立领袖公民权 | 副作用/风险：其他公民权缺失严重
0_5_5_041,政策,社会,独裁,忠诚公民权制度，消耗：权威、声量 | 正面效果：建立忠诚公民权、提升权威 | 副作用/风险：其他公民权缺失严重
0_5_5_042,政策,社会,独裁,领袖公民权特权，消耗：权威、声量 | 正面效果：授予领袖公民权、提升稳定 | 副作用/风险：其他公民权缺失
0_5_5_043,政策,社会,独裁,领袖特权公民权，消耗：大量权威、声量 | 正面效果：授予领袖特权公民权、大幅提升权威 | 副作用/风险：其他公民权缺失严重
0_2_6_001,政策,军事,中立,技术动员，消耗：金钱、声量 | 正面效果：提升技术动员效率、增强整体效率 | 副作用/风险：激进派风险上升
0_2_6_002,政策,军事,中立,职业动员制度，消耗：金钱、少量声量 | 正面效果：提升职业动员效率、增强公平性 | 副作用/风险：政治忠诚不保证
0_2_6_003,政策,军事,中立,预备役激活，消耗：金钱 | 正面效果：大幅增加兵源、加快动员速度 | 副作用/风险：预备役训练滞后
0_2_6_004,政策,军事,中立,技术战争动员，消耗：大量金钱、声量 | 正面效果：提升战争动员效率、增强技术效率 | 副作用/风险：激进派风险上升
0_2_6_005,政策,军事,中立,职业军队建立，消耗：金钱、声量 | 正面效果：增加职业军队规模、提升效率 | 副作用/风险：成本持续消耗
0_2_6_006,政策,军事,中立,警察执法，消耗：少量金钱、声量 | 正面效果：降低动乱、提升稳定 | 副作用/风险：执法成本上升
0_2_6_007,政策,军事,中立,司法程序处理，消耗：金钱 | 正面效果：依法处理激进派、维护法治 | 副作用/风险：处理周期长、效率低
0_2_6_008,政策,军事,中立,紧急状态声明，消耗：声量、少量权威 | 正面效果：控制动乱、提升稳定 | 副作用/风险：民权临时下降、各方监督
0_2_6_009,政策,军事,中立,技术秩序执行，消耗：金钱、声量 | 正面效果：降低动乱、建立技术秩序 | 副作用/风险：执法成本上升
0_2_6_010,政策,军事,中立,程序正义镇压，消耗：金钱、声量 | 正面效果：降低动乱、维护程序正义 | 副作用/风险：处理周期长
0_2_6_011,政策,军事,中立,职业晋升制度，消耗：金钱、少量声量 | 正面效果：提升军队效率、增强公平性 | 副作用/风险：政治忠诚不保证
0_2_6_012,政策,军事,中立,技术军官任命，消耗：金钱、声量 | 正面效果：增加技术军官、提升效率 | 副作用/风险：政治忠诚不保证
0_2_6_013,政策,军事,中立,职业军官考核，消耗：金钱 | 正面效果：筛选军官效率 | 副作用/风险：政治忠诚筛选缺失
0_2_6_014,政策,军事,中立,技术军官特权授予，消耗：金钱、少量声量 | 正面效果：授予技术军官特权、增强支持 | 副作用/风险：其他军官激进化
0_2_6_015,政策,军事,中立,技术军官团建立，消耗：金钱、声量 | 正面效果：建立技术军官团、提升效率 | 副作用/风险：其他军官排斥
0_5_6_001,政策,社会,中立,公共信息发布，消耗：金钱、声量 | 正面效果：增强信息透明度、提升信任 | 副作用/风险：反对派发声机会增加
0_5_6_002,政策,社会,中立,技术专家形象，消耗：声量、金钱 | 正面效果：提升技术声量、增强信任 | 副作用/风险：政治魅力缺失
0_5_6_003,政策,社会,中立,中立价值观宣传，消耗：声量、少量金钱 | 正面效果：提升中立主义声量、增强稳定 | 副作用/风险：各派激进化
0_5_6_004,政策,社会,中立,学术历史叙事，消耗：声量、金钱 | 正面效果：增强学术中立性、提升信任 | 副作用/风险：政治叙事缺失
0_5_6_005,政策,社会,中立,技术成果宣传，消耗：声量、金钱 | 正面效果：提升技术声量、增强信任 | 副作用/风险：政治宣传缺失
0_5_6_006,政策,社会,中立,行政程序处理异见，消耗：金钱、声量 | 正面效果：维护程序正义、提升稳定 | 副作用/风险：处理周期长
0_5_6_007,政策,社会,中立,司法程序处理，消耗：金钱 | 正面效果：维护法治、增强程序正义 | 副作用/风险：处理周期长、效率低
0_5_6_008,政策,社会,中立,听证会制度，消耗：声量、金钱 | 正面效果：增强公众监督、提升透明度 | 副作用/风险：时间成本高
0_5_6_009,政策,社会,中立,公民申诉通道，消耗：金钱 | 正面效果：保障公民权利、提升满意度 | 副作用/风险：处理量大
0_5_6_010,政策,社会,中立,异见合法化，消耗：声量 | 正面效果：增强政治包容、降低激进派 | 副作用/风险：主流价值观冲击
0_5_6_011,政策,社会,中立,自由媒体政策，消耗：少量声量 | 正面效果：增强信息流通、保障公民知情权 | 副作用/风险：舆论失控风险、反对派发声
0_5_6_012,政策,社会,中立,公共广播建立，消耗：金钱 | 正面效果：增强公众信息传播、提升透明度 | 副作用/风险：政府声音竞争下降
0_5_6_013,政策,社会,中立,媒体透明法案，消耗：声量 | 正面效果：提升媒体诚信、减少虚假信息 | 副作用/风险：媒体成本上升
0_5_6_014,政策,社会,中立,技术信息发布，消耗：金钱、少量声量 | 正面效果：增强技术信息传播、提升透明度 | 副作用/风险：政治信息竞争
0_5_6_015,政策,社会,中立,中立信息控制，消耗：声量、金钱 | 正面效果：控制信息、维护中立纯洁 | 副作用/风险：政治信息缺失
0_5_6_016,政策,社会,中立,普通教育建立，消耗：金钱、声量 | 正面效果：普及教育、提升人口素质 | 副作用/风险：意识形态教育缺失
0_5_6_017,政策,社会,中立,技术教育建立，消耗：金钱、少量声量 | 正面效果：增强技术教育、提升效率 | 副作用/风险：普通教育缺失
0_5_6_018,政策,社会,中立,技术教材编写，消耗：金钱、少量声量 | 正面效果：编写技术教材、提升效率 | 副作用/风险：意识形态内容缺失
0_5_6_019,政策,社会,中立,中立教育改革，消耗：金钱、声量 | 正面效果：推行中立教育、提升稳定 | 副作用/风险：意识形态教育缺失
0_5_6_020,政策,社会,中立,职业教育推广，消耗：金钱、声量 | 正面效果：提升劳动力技能、增加就业 | 副作用/风险：技术导向单一
0_1_6_001,政策,产业,中立,混合所有制，消耗：金钱、声量 | 正面效果：提升市场效率、增强控制 | 副作用/风险：效率平衡风险
0_1_6_002,政策,产业,中立,市场监管法案，消耗：声量、金钱 | 正面效果：增强市场秩序、保护消费者 | 副作用/风险：企业成本上升、效率下降
0_1_6_003,政策,产业,中立,反垄断法案，消耗：声量、金钱 | 正面效果：增强市场竞争、削弱垄断 | 副作用/风险：大企业反对
0_1_6_004,政策,产业,中立,国家监管机构，消耗：金钱、少量声量 | 正面效果：提升监管效率、增强透明度 | 副作用/风险：行政成本上升
0_1_6_005,政策,产业,中立,私有化支持，消耗：声量 | 正面效果：提升市场活力、增强效率 | 副作用/风险：国家控制下降、风险上升
0_4_6_001,政策,国库财政,中立,中等税率制度，消耗：金钱、声量 | 正面效果：平衡财政、提升稳定 | 副作用/风险：富人不满、底层不满
0_4_6_002,政策,国库财政,中立,市场调节分配，消耗：声量、金钱 | 正面效果：提升市场效率、名义公平 | 副作用/风险：调节不足风险
0_4_6_003,政策,国库财政,中立,社会福利法案，消耗：大量金钱、声量 | 正面效果：提升底层满意度、降低激进度 | 副作用/风险：财政赤字
0_4_6_004,政策,国库财政,中立,技术财富分配，消耗：金钱、声量 | 正面效果：提升技术效率、增强稳定 | 副作用/风险：分配公平争议
0_4_6_005,政策,国库财政,中立,财富再分配计划，消耗：大量声量、少量权威 | 正面效果：增强底层支持、提升公平性 | 副作用/风险：资产阶级激进化
0_0_6_001,政策,市场,中立,自由贸易政策，消耗：声量、威望 | 正面效果：大幅增加贸易量、促进经济增长 | 副作用/风险：国内产业冲击、失业风险
0_0_6_002,政策,市场,中立,关税调节法案，消耗：声量、金钱 | 正面效果：保护产业、增加财政收入 | 副作用/风险：贸易量下降、效率损失
0_0_6_003,政策,市场,中立,贸易协定谈判，消耗：声量、威望 | 正面效果：增加贸易伙伴、提升外交信誉 | 副作用/风险：谈判周期长
0_0_6_004,政策,市场,中立,市场开放法案，消耗：声量 | 正面效果：提升市场活力、吸引外资进入 | 副作用/风险：国内企业竞争压力
0_0_6_005,政策,市场,中立,技术贸易协定，消耗：声量、威望 | 正面效果：增强技术贸易、提升效率 | 副作用/风险：技术依赖风险
0_1_6_006,政策,产业,中立,自由劳动力调配，消耗：声量、金钱 | 正面效果：增强劳动力流动、提升效率 | 副作用/风险：稳定性下降
0_1_6_007,政策,产业,中立,技术劳动力调配，消耗：金钱、声量 | 正面效果：增强技术劳动力、提升效率 | 副作用/风险：其他劳动力排斥
0_1_6_008,政策,产业,中立,市场劳动力管理，消耗：声量、金钱 | 正面效果：增强市场劳动力、提升效率 | 副作用/风险：控制力下降
0_1_6_009,政策,产业,中立,职业劳动力培训，消耗：金钱、少量声量 | 正面效果：提升劳动力技能、增加就业 | 副作用/风险：培训成本上升
0_1_6_010,政策,产业,中立,技术产业劳动力管理，消耗：金钱、少量声量 | 正面效果：增强技术产业劳动力、提升效率 | 副作用/风险：其他产业劳动力排斥
0_0_6_006,政策,市场,中立,扩大商品存储上限，消耗：金钱、声量 | 正面效果：扩大战略商品存储上限、增强物资储备 | 副作用/风险：存在失败率；失败导致技术委员会争议或各方激进化
0_4_6_006,政策,国库财政,中立,产业亏损补贴，消耗：金钱、声量 | 正面效果：设定阈值自动触发国家财政补贴、稳定关键产业 | 副作用/风险：财政赤字、技术委员会审查周期、市场效率下降
0_0_6_007,政策,市场,中立,国家投行化，消耗：金钱、声量 | 正面效果：国家注资银行业、提升信贷额度与投资速度 | 副作用/风险：市场争议、技术委员会审查、金融控制力上升
0_0_6_008,政策,市场,中立,信贷优先级干预，消耗：声量、金钱 | 正面效果：设置银行业投资偏好（技术委员会协商） | 副作用/风险：消费品产业信贷波动、市场效率平衡风险、各方协商周期
0_2_6_016,政策,军事,中立,军工价格折扣政策，消耗：金钱、声量 | 正面效果：降低国家购买武器单价、节省军费开支 | 副作用/风险：军工厂商利润削减、厂商可能缩减规模、技术委员会审查
0_0_6_009,政策,市场,中立,战略储备市场管理，消耗：金钱、声量 | 正面效果：投入市场：供<求时释放缺口赚取利润；直接丢弃：技术委员会批准销毁库存 | 副作用/风险：投入市场可能引发价格波动争议；丢弃需技术委员会程序周期
0_7_6_001,政策,外交,中立,技术外交，消耗：声量、威望 | 正面效果：增强技术外交、提升中立信誉 | 副作用/风险：外交影响力弱
0_7_6_002,政策,外交,中立,中立外交声明，消耗：声量、威望 | 正面效果：提升中立信誉、增强外交灵活性 | 副作用/风险：外交影响力弱
0_7_6_003,政策,外交,中立,国际组织参与，消耗：声量、威望 | 正面效果：提升国际信誉、增加外交点数 | 副作用/风险：国际义务、自主性下降
0_7_6_004,政策,外交,中立,外交援助计划，消耗：大量金钱、声量 | 正面效果：增强外交支持、巩固盟友关系 | 副作用/风险：财政消耗
0_7_6_005,政策,外交,中立,技术合作同盟，消耗：声量、威望 | 正面效果：建立技术同盟、提升科研 | 副作用/风险：同盟义务
0_8_6_001,政策,情报,中立,技术情报交换，消耗：声量、金钱 | 正面效果：获取技术、增强情报共享 | 副作用/风险：依赖外部、保密风险
0_8_6_002,政策,情报,中立,外交情报收集，消耗：金钱、少量声量 | 正面效果：增强外交情报、提升能见度 | 副作用/风险：合法性争议
0_8_6_003,政策,情报,中立,技术情报网络，消耗：金钱、声量 | 正面效果：增强技术情报、提升隐蔽性 | 副作用/风险：曝光风险
0_8_6_004,政策,情报,中立,学术情报收集，消耗：金钱、少量声量 | 正面效果：增强学术情报、提升信誉 | 副作用/风险：保密风险
0_8_6_005,政策,情报,中立,合法渗透授权，消耗：声量、金钱 | 正面效果：实施合法渗透、增强外交支持 | 副作用/风险：曝光风险
0_7_6_006,政策,外交,中立,经济同盟建立，消耗：声量、威望 | 正面效果：增强经济影响力、获得同盟收益 | 副作用/风险：同盟义务、财政支出
0_7_6_007,政策,外交,中立,技术同盟建立，消耗：声量、金钱 | 正面效果：建立技术同盟、提升科研效率 | 副作用/风险：技术共享风险
0_7_6_008,政策,外交,中立,学术交流外交，消耗：声量、金钱 | 正面效果：增强学术外交、提升信誉 | 副作用/风险：外交影响力弱
0_7_6_009,政策,外交,中立,中立势力范围，消耗：声量、威望 | 正面效果：扩展势力范围、提升中立信誉 | 副作用/风险：势力范围影响力弱
0_6_6_001,政策,科技,中立,技术需求导向科研，消耗：金钱、声量 | 正面效果：增强技术科研、提升效率 | 副作用/风险：国家战略滞后
0_6_6_002,政策,科技,中立,市场需求导向科研，消耗：声量、金钱 | 正面效果：增强市场适应、提升效率 | 副作用/风险：国家战略科研滞后
0_6_6_003,政策,科技,中立,技术科研机构建立，消耗：金钱、声量 | 正面效果：增强技术科研、提升权威 | 副作用/风险：市场科研缺失
0_6_6_004,政策,科技,中立,技术科研加成，消耗：金钱、声量 | 正面效果：提升科研效率、增强中立性 | 副作用/风险：控制力弱
0_6_6_005,政策,科技,中立,技术科研集中，消耗：金钱、声量 | 正面效果：提升科研效率、增强技术控制 | 副作用/风险：市场创新下降
0_6_6_006,政策,科技,中立,技术科研资助，消耗：金钱、声量 | 正面效果：增强技术科研、提升稳定 | 副作用/风险：科学科研缺失
0_6_6_007,政策,科技,中立,技术专利建立，消耗：金钱、声量 | 正面效果：建立技术专利、增加收入 | 副作用/风险：市场专利缺失
0_6_6_008,政策,科技,中立,学术自由科研，消耗：声量 | 正面效果：增强学术自由、提升创新 | 副作用/风险：国家战略滞后
0_6_6_009,政策,科技,中立,技术考试选拔，消耗：声量、金钱 | 正面效果：增加技术人才、增强公平 | 副作用/风险：政治忠诚不保证
0_6_6_010,政策,科技,中立,市场竞争选拔，消耗：金钱 | 正面效果：提升人才效率、增强公平性 | 副作用/风险：政治忠诚不保证
0_6_6_011,政策,科技,中立,公开考试选拔，消耗：声量、金钱 | 正面效果：增强公平性、提升透明度 | 副作用/风险：选拔周期长
0_6_6_012,政策,科技,中立,技术人才选拔，消耗：声量、金钱 | 正面效果：增加技术人才、提升效率 | 副作用/风险：政治忠诚不保证
0_6_6_013,政策,科技,中立,学术自由保护，消耗：声量 | 正面效果：增强学术创新、获得知识分子支持 | 副作用/风险：政治审查缺失
0_5_6_021,政策,社会,中立,自由迁移政策，消耗：少量声量 | 正面效果：增强流动性、提升效率 | 副作用/风险：稳定性下降
0_5_6_022,政策,社会,中立,技术迁移调配，消耗：金钱、声量 | 正面效果：增强技术迁移、提升效率 | 副作用/风险：其他迁移排斥
0_5_6_023,政策,社会,中立,市场迁移管理，消耗：声量、金钱 | 正面效果：增强市场迁移、提升效率 | 副作用/风险：控制力下降
0_5_6_024,政策,社会,中立,中立区域人口管理，消耗：金钱、少量声量 | 正面效果：增强区域人口、提升稳定 | 副作用/风险：流动性下降
0_5_6_025,政策,社会,中立,技术区域人口绑定，消耗：金钱、声量 | 正面效果：增强技术区域人口、提升控制 | 副作用/风险：其他区域流动性下降
0_5_6_026,政策,社会,中立,技术移民优先，消耗：声量、金钱 | 正面效果：增加技术人才、提升科研 | 副作用/风险：其他移民排斥
0_5_6_027,政策,社会,中立,自由移民政策，消耗：声量 | 正面效果：增强流动性、提升市场效率 | 副作用/风险：社会稳定性下降
0_5_6_028,政策,社会,中立,移民开放政策，消耗：声量、金钱 | 正面效果：增加劳动力、促进经济活力 | 副作用/风险：社会融合风险
0_5_6_029,政策,社会,中立,难民接纳计划，消耗：声量、金钱 | 正面效果：提升国际声誉、增强人道主义 | 副作用/风险：社会成本、融合风险
0_5_6_030,政策,社会,中立,技术难民接纳，消耗：声量、金钱 | 正面效果：增加技术人才、提升科研 | 副作用/风险：其他难民排斥
0_5_6_031,政策,社会,中立,技术头衔授予，消耗：声量、威望 | 正面效果：授予技术荣誉、增强激励 | 副作用/风险：无实质权力
0_5_6_032,政策,社会,中立,公民荣誉授予，消耗：声量、威望 | 正面效果：增强公民忠诚、提升社会激励 | 副作用/风险：无实质权力
0_5_6_033,政策,社会,中立,功勋奖章颁发，消耗：声量、少量金钱 | 正面效果：增强社会激励、提升认同感 | 副作用/风险：无阶级特权
0_5_6_034,政策,社会,中立,杰出公民表彰，消耗：声量 | 正面效果：树立社会榜样、引导价值观 | 副作用/风险：其他公民羡慕
0_5_6_035,政策,社会,中立,技术功勋头衔授予，消耗：声量、威望 | 正面效果：授予技术功勋、增强激励 | 副作用/风险：无实质权力
0_5_6_036,政策,社会,中立,技术阶级管理，消耗：声量、金钱 | 正面效果：增强技术阶级、提升效率 | 副作用/风险：其他阶级激进化
0_5_6_037,政策,社会,中立,中立阶级管理，消耗：声量、金钱 | 正面效果：增强中立阶级、提升稳定 | 副作用/风险：各派激进化
0_5_6_038,政策,社会,中立,市场阶级管理，消耗：声量、少量金钱 | 正面效果：增强市场阶级、提升效率 | 副作用/风险：控制力下降
0_5_6_039,政策,社会,中立,技术特权阶级确立，消耗：声量、金钱 | 正面效果：确立技术特权阶级、提升稳定 | 副作用/风险：其他阶级激进化
0_5_6_040,政策,社会,中立,技术福利建立，消耗：金钱、声量 | 正面效果：建立技术福利、提升稳定 | 副作用/风险：其他福利缺失
0_5_6_041,政策,社会,中立,全民福利计划，消耗：大量金钱、声量 | 正面效果：增强底层支持、降低激进度 | 副作用/风险：财政赤字、富人反对
0_5_6_042,政策,社会,中立,公共医疗保障，消耗：大量金钱、声量 | 正面效果：提升健康水平、增加满意度 | 副作用/风险：财政持续支出
0_5_6_043,政策,社会,中立,失业保险建立，消耗：金钱、声量 | 正面效果：增强社会稳定、获得工人支持 | 副作用/风险：失业率上升风险
0_5_6_044,政策,社会,中立,养老金法案，消耗：金钱、声量 | 正面效果：增强老年支持、提升稳定 | 副作用/风险：财政长期负担
0_5_6_045,政策,社会,中立,技术养老福利，消耗：金钱、声量 | 正面效果：建立技术养老、提升稳定 | 副作用/风险：其他养老缺失
0_5_6_046,政策,社会,中立,技术公民权制度，消耗：声量、少量权威 | 正面效果：建立技术公民权、提升稳定 | 副作用/风险：其他公民权缺失
0_5_6_047,政策,社会,中立,全公民权法案，消耗：大量声量、少量权威 | 正面效果：增强公民权利、提升满意度 | 副作用/风险：保守派激进化
0_5_6_048,政策,社会,中立,女性选举权法案，消耗：声量、金钱 | 正面效果：增强女性支持、提升民主声量 | 副作用/风险：保守派反对
0_5_6_049,政策,社会,中立,少数族裔权利法案，消耗：声量、少量权威 | 正面效果：增强少数族裔支持、促进多元文化 | 副作用/风险：民族主义激进化
0_5_6_050,政策,社会,中立,言论自由保障，消耗：声量 | 正面效果：增强公民自由、获得知识分子支持 | 副作用/风险：舆论失控风险
0_5_6_051,政策,社会,中立,技术公民权特权，消耗：声量、少量权威 | 正面效果：授予技术公民权、提升稳定 | 副作用/风险：其他公民权缺失
