生效日期,城市省份ID,城市名_中文,城市名_英文,胜利点,城市人口_原版无独立字段,人口口径,所属地区人口,所属地区ID,所属地区_中文,所属地区_英文,地区类型,地区建筑槽,本地补给,地区省份数,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,核心TAG,宣称TAG,省份类型,地形,是否沿海,大陆,大陆ID,省份RGB,地图X,地图高度Y,地图Z,地图旋转,地图缩放,是否补给节点,补给节点等级字段,铁路经过数量,铁路最高等级,地区资源,地区建筑,本省建筑,城市特殊名_中文,城市特殊名_英文,来源州文件
base,7294,凉山,Liangshan,1,,所属地区manpower,300000,751,凉山,Liangshan,pastoral,1,1.0,4,CHI,中华民国,China,,CHI;PRC,,land,mountain,false,asia,6,"90,48,16",4400.49,14.90,1088.00,1.57,0.50,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\751-Liangshan.txt
base,10841,雅安,Ya'an,3,,所属地区manpower,300000,751,凉山,Liangshan,pastoral,1,1.0,4,CHI,中华民国,China,,CHI;PRC,,land,mountain,false,asia,6,"135,123,134",4413.31,11.25,1142.00,-1.57,0.48,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\751-Liangshan.txt
base,4999,康定,Kangding,1,,所属地区manpower,300000,752,甘孜,Ganzi,pastoral,1,1.0,7,CHI,中华民国,China,,CHI;PRC,,land,mountain,false,asia,6,"51,99,38",4390.58,17.20,1131.00,1.57,0.38,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\752-Chamdo.txt
base,12724,巴安,Ba'an,1,,所属地区manpower,300000,752,甘孜,Ganzi,pastoral,1,1.0,7,CHI,中华民国,China,,CHI;PRC,,land,mountain,false,asia,6,"177,21,217",4353.85,19.55,1135.00,1.57,0.46,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\752-Chamdo.txt
base,5193,岷县,Minsien,1,,所属地区manpower,3000000,753,甘南,Gannan,rural,2,1.0,8,XSM,青海马家军,Qinghai Ma,,XSM;CHI;PRC,,land,mountain,false,asia,6,"52,129,98",4427.60,17.37,1204.00,-1.57,0.36,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\753-Gannan.txt
base,12732,西宁,Xining,10,,所属地区manpower,400000,754,果洛,Golog,rural,2,0.0,10,XSM,青海马家军,Qinghai Ma,,XSM;CHI;PRC,,land,mountain,false,asia,6,"177,30,212",4392.24,12.45,1265.00,1.57,0.54,yes,1,0,0,,"{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\754-Golog.txt
base,11448,拉卜楞,Labrang,1,,所属地区manpower,400000,754,果洛,Golog,rural,2,0.0,10,XSM,青海马家军,Qinghai Ma,,XSM;CHI;PRC,,land,desert,false,asia,6,"170,63,82",4395.04,19.04,1220.00,-1.57,0.56,no,,0,0,,"{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\754-Golog.txt
base,10750,都兰,Dulan,1,,所属地区manpower,1000000,755,海西,Haixi,pastoral,1,0.0,11,XSM,青海马家军,Qinghai Ma,,XSM;CHI;PRC,,land,desert,false,asia,6,"135,27,84",4332.00,14.50,1263.00,1.57,0.48,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\755-Haixi.txt
base,7971,酒泉,Jiuquan,1,,所属地区manpower,550000,756,酒泉,Jiuquan,wasteland,0,0.0,6,XSM,青海马家军,Qinghai Ma,,XSM;CHI;PRC,,land,desert,false,asia,6,"93,45,16",4314.62,13.65,1331.00,1.57,0.56,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\756-Jiuquan.txt
base,5033,拉萨,Lhasa,5,,所属地区manpower,1000000,757,日喀则,Shigatse,rural,2,0.0,7,TIB,西藏地方,Tibet,,TIB,,land,desert,false,asia,6,"51,135,73",4223.89,22.86,1136.00,1.57,0.40,yes,1,0,0,,"{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\757-Shigatse.txt
base,2074,若羌,Ruoqiang,1,,所属地区manpower,70000,759,昆仑山,Kunlun Shan,wasteland,0,0.0,4,SIK,新疆邦,State of Sinkiang,,SIK;CHI;PRC,,land,mountain,false,asia,6,"9,177,130",4193.18,18.40,1304.00,1.57,0.78,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\759-Kunlun.txt
base,4704,哈密,Hami,2,,所属地区manpower,700000,760,达坂城,Dabancheng,rural,2,0.0,8,SIK,新疆邦,State of Sinkiang,,SIK;CHI;PRC;KUM,,land,hills,false,asia,6,"50,30,78",4251.31,12.20,1384.36,-1.57,0.60,no,,0,0,,"{""arms_factory"": 1, ""infrastructure"": 2}",,KUM:库木勒,KUM:Kumul,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\760-Dabancheng.txt
base,10612,满洲里,Manzhouli,1,,所属地区manpower,2000000,761,呼伦贝尔,Hulunbuir,pastoral,1,0.0,12,MAN,大清,Qing China,,CHI;MAN;PRC,,land,plains,false,asia,6,"134,93,174",4623.06,11.95,1497.00,1.57,0.60,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\761-Hulunbuir.txt
base,1776,根河,Genhe,1,,所属地区manpower,2000000,761,呼伦贝尔,Hulunbuir,pastoral,1,0.0,12,MAN,大清,Qing China,,CHI;MAN;PRC,,land,plains,false,asia,6,"8,99,175",4700.62,11.70,1530.00,1.57,0.64,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\761-Hulunbuir.txt
base,13150,海拉尔,Hailar,1,,所属地区manpower,2000000,761,呼伦贝尔,Hulunbuir,pastoral,1,0.0,12,MAN,大清,Qing China,,CHI;MAN;PRC,,land,plains,false,asia,6,"59,131,0",4675.93,11.47,1489.00,1.57,0.32,no,,1,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\761-Hulunbuir.txt
base,12690,塔乌兰,Tauran,1,,所属地区manpower,2000000,761,呼伦贝尔,Hulunbuir,pastoral,1,0.0,12,MAN,大清,Qing China,,CHI;MAN;PRC,,land,hills,false,asia,6,"176,198,227",4635.42,12.50,1472.50,-1.57,0.44,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\761-Hulunbuir.txt
base,6464,卡托维兹,Katowice,5,,所属地区manpower,1000000,762,卡托维兹,Katowice,city,6,0.0,2,POL,波兰,Poland,,POL;SIL,PRE,land,urban,false,europe,1,"86,33,211",3101.88,11.67,1523.00,-1.57,0.20,yes,1,4,2,"{""aluminium"": 7, ""coal"": 32, ""steel"": 19}","{""industrial_complex"": 1, ""infrastructure"": 3}",,GER:卡托维兹; ISR:卡特维茨; SIL:卡托维茨,GER:Kattowitz; ISR:Kattevitz; SIL:Katowicy,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\762-Katowice.txt
base,6332,柯尼斯堡,Königsberg,10,,所属地区manpower,2140234,763,柯尼斯堡,Königsberg,city,6,0.0,6,GER,德意志帝国,German Empire,,GER;PRE,,land,urban,true,europe,1,"85,108,191",3128.24,9.63,1613.00,-1.57,0.24,yes,1,6,2,,"{""air_base"": 6, ""anti_air_building"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}","{""bunker"": 1, ""naval_base"": 5}",LIT:卡拉廖丘斯; PAP:斯泰丁努姆; POL:克鲁列维茨; SOV:加里宁格勒,LIT:Karaliaucius; PAP:Stetinum; POL:Królewiec; SOV:Kaliningrad,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\763-Konigsberg.txt
base,3614,潘切沃,Pančevo,1,,所属地区manpower,585579,764,西巴纳特,West Banat,rural,2,2.0,4,YUG,南斯拉夫,Yugoslavia,YUG,YUG;SER;TRA,,land,hills,false,europe,1,"45,18,183",3124.20,10.18,1417.00,1.57,0.20,no,,0,0,,"{""infrastructure"": 3}",,AUS:潘绰瓦; GER:潘绰瓦; HUN:潘措瓦; ROM:潘丘瓦,AUS:Pantschowa; GER:Pantschowa; HUN:Pancsova; ROM:Panciova,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\764-West Banat.txt
base,8051,多哈,Doha,1,,所属地区manpower,51600,765,卡塔尔,Qatar,pastoral,1,0.0,1,ENG,大不列颠,Great Britain,,QAT,,land,desert,true,middle_east,7,"93,129,206",3608.37,9.70,1061.18,-1.57,0.28,no,,0,0,,"{""infrastructure"": 1}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\765-Qatar.txt
base,6727,卡塔提亚-阿尔巴,Cetatea Albă,1,,所属地区manpower,566600,766,南比萨拉比亚,Southern Bessarabia,rural,2,0.0,4,ROM,罗马尼亚王国,Kingdom of Romania,,MOL;UKR;ROM,,land,plains,true,europe,1,"87,120,216",3278.20,9.80,1440.64,-1.57,0.28,no,,0,0,,"{""dockyard"": 1, ""infrastructure"": 2}","{""naval_base"": 3}",GER:魏森堡; ITA:蒙卡斯特罗; SOV:阿克曼; TUR:阿克曼; UKR:比尔哥罗德-德涅斯特罗夫斯基,GER:Weißenburg; ITA:Moncastro; SOV:Akkerman; TUR:Akkerman; UKR:Bilhorod-Dnistrovskyi,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\766-Southern Bessarabia.txt
base,9962,基加利,Kigali,1,,所属地区manpower,1716564,768,卢旺达,Rwanda,pastoral,1,1.0,2,BEL,利奥波德比利时,Leopoldian Belgium,,RWA,,land,forest,false,africa,5,"131,30,74",3282.88,13.70,620.00,-1.57,0.32,no,,0,0,"{""tungsten"": 3}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\768-Rwanda.txt
base,2220,布琼布拉,Bujumbura,1,,所属地区manpower,2145731,769,布隆迪,Burundi,pastoral,1,0.0,2,BEL,利奥波德比利时,Leopoldian Belgium,,BRD,,land,forest,false,africa,5,"10,192,165",3266.02,11.40,597.88,-1.57,0.36,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\769-Burundi.txt
base,12986,利隆圭,Lilongwe,1,,所属地区manpower,1603975,770,马拉维,Malawi,pastoral,1,0.0,4,ENG,大不列颠,Great Britain,,MLW,,land,mountain,false,africa,5,"178,183,7",3333.24,12.20,427.30,-1.57,0.64,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\770-Malawi.txt
base,5199,卢萨卡,Lusaka,2,,所属地区manpower,690045,771,赞比亚,Zambia,rural,2,0.0,7,ENG,大不列颠,Great Britain,,ZAM,,land,forest,false,africa,5,"52,141,163",3251.26,13.10,405.72,1.57,0.56,yes,1,3,1,"{""chromium"": 18, ""tungsten"": 4}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\771-Zambia.txt
base,5221,奇帕塔,Chipata,1,,所属地区manpower,690045,771,赞比亚,Zambia,rural,2,0.0,7,ENG,大不列颠,Great Britain,,ZAM,,land,forest,false,africa,5,"52,186,43",3318.36,12.60,439.00,-1.57,1.04,no,,0,0,"{""chromium"": 18, ""tungsten"": 4}","{""infrastructure"": 2}",,ENG:詹姆森堡,ENG:Fort Jameson,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\771-Zambia.txt
base,8193,布拉柴维尔,Brazzaville,3,,所属地区manpower,746415,772,中央刚果,Middle Congo,pastoral,1,0.0,5,FRA,波旁法国,Bourbon France,,RCG,,land,forest,false,africa,5,"94,78,146",3050.24,11.00,586.28,-1.57,0.96,no,,0,0,"{""rubber"": 2}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\772-Middle Congo.txt
base,12975,卢安果,Loango,1,,所属地区manpower,746415,772,中央刚果,Middle Congo,pastoral,1,0.0,5,FRA,波旁法国,Bourbon France,,RCG,,land,forest,true,africa,5,"178,159,32",2993.24,10.20,578.92,-1.57,0.84,no,,0,0,"{""rubber"": 2}","{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\772-Middle Congo.txt
base,2080,雅温得,Yaoundé,1,,所属地区manpower,2945782,773,喀麦隆,Cameroon,rural,2,0.0,7,FRA,波旁法国,Bourbon France,,CMR,,land,jungle,false,africa,5,"9,183,215",2988.96,11.40,709.89,1.57,0.90,no,,0,0,,"{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\773-Cameroon.txt
base,2081,恩贾梅纳,N'Djamena,1,,所属地区manpower,1442456,774,乍得,Chad,pastoral,1,3.0,12,FRA,波旁法国,Bourbon France,,CHA,,land,plains,false,africa,5,"9,186,30",3053.68,10.20,847.00,-1.57,0.52,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\774-Chad.txt
base,10919,波多诺伏,Porto Novo,1,,所属地区manpower,1351563,776,达荷美,Dahomey,pastoral,1,1.0,3,FRA,波旁法国,Bourbon France,,DAH,,land,forest,true,africa,5,"135,207,69",2847.72,9.70,751.91,1.57,0.32,no,,0,0,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\776-Dahomey.txt
base,1951,洛美,Lomé,1,,所属地区manpower,1101346,777,多哥,Togo,pastoral,1,0.0,3,FRA,波旁法国,Bourbon France,,TOG,,land,forest,true,africa,5,"9,45,205",2826.03,9.70,749.45,1.57,0.38,no,,0,0,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\777-Togo.txt
base,10836,瓦加杜古,Ouagadougou,1,,所属地区manpower,3186184,778,上沃尔特,Upper Volta,pastoral,1,1.0,6,FRA,波旁法国,Bourbon France,,VOL,,land,plains,false,africa,5,"135,120,19",2789.08,10.30,847.43,1.57,0.94,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\778-Upper Volta.txt
base,10803,阿比让,Abidjan,1,,所属地区manpower,3850734,779,象牙海岸,Ivory Coast,pastoral,1,1.0,6,FRA,波旁法国,Bourbon France,,IVO,,land,jungle,true,africa,5,"135,84,84",2745.52,9.70,735.40,1.57,0.52,no,,0,0,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\779-Ivory Coast.txt
base,1909,科纳克里,Conakry,1,,所属地区manpower,195041,780,几内亚,Guinea,pastoral,1,1.0,6,FRA,波旁法国,Bourbon France,,GNA,,land,forest,true,africa,5,"9,18,165",2594.24,9.50,804.26,1.57,0.74,no,,0,0,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\780-Guinea.txt
base,2056,尼亚美,Niamey,1,,所属地区manpower,543817,781,尼日尔,Niger,rural,2,1.0,3,FRA,波旁法国,Bourbon France,,NGR;SOK,,land,plains,false,africa,5,"9,159,90",2843.58,11.80,861.33,1.57,0.72,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\781-Niger.txt
base,12857,西迪伊夫尼,Sidi Ifni,1,,所属地区manpower,11043,783,西迪伊夫尼,Sidi Ifni,pastoral,1,0.0,1,SPR,西班牙帝国,Spanish Empire,,MOR,,land,hills,true,africa,5,"177,165,212",2647.76,9.80,1130.89,-1.57,0.20,no,,0,0,,"{""infrastructure"": 1}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\783-Sidi Ifni.txt
base,3320,维尔纳,Vilna,3,,所属地区manpower,517081,784,维尔纳,Vilna,rural,2,0.0,4,POL,波兰,Poland,,POL;LIT,,land,urban,false,europe,1,"43,120,193",3201.35,10.30,1611.84,-1.57,0.32,yes,1,4,2,,"{""air_base"": 5, ""industrial_complex"": 1, ""infrastructure"": 3}",,AUS:维尔纳; GER:维尔纳; LAT:维尔纳; LIT:维尔纽斯; POL:维尔诺,AUS:Wilna; GER:Wilna; LAT:Viļņa; LIT:Vilnius; POL:Wilno,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\784-Ermland-Masuren.txt
base,11420,亚眠,Amiens,5,,所属地区manpower,1580000,785,皮卡第,Picardy,town,4,0.0,7,FRA,波旁法国,Bourbon France,,FRA,,land,plains,true,europe,1,"170,30,12",2837.99,10.00,1513.34,-1.57,0.28,yes,1,3,2,"{""aluminium"": 4, ""steel"": 12}","{""industrial_complex"": 1, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\785-Picardy.txt
base,1910,科特利,Kotli,1,,所属地区manpower,1672000,787,北克什米尔,Northern Kashmir,rural,2,0.0,4,RAJ,印度,India,,PAK;KAS;KHL,RAJ,land,mountain,false,asia,6,"9,18,210",3956.78,15.06,1227.00,1.57,0.58,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\787-North Kashmir.txt
base,3874,萨拉曼卡,Salamanca,1,,所属地区manpower,364601,788,萨拉曼卡,Salamanca,pastoral,1,0.0,6,SPR,西班牙帝国,Spanish Empire,,SPR,,land,plains,false,europe,1,"46,78,43",2717.44,12.70,1341.01,-1.57,0.20,no,,0,0,"{""tungsten"": 10.0}","{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\788-Salamanca.txt
base,875,科尔多瓦,Córdoba,3,,所属地区manpower,1428513,789,科尔多瓦,Córdoba,town,4,0.0,12,SPR,西班牙帝国,Spanish Empire,,SPR,,land,hills,false,europe,1,"4,75,225",2732.52,11.55,1286.00,-1.57,0.20,yes,1,3,2,,"{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\789-Cordoba.txt
base,11707,奥维耶多,Oviedo,3,,所属地区manpower,1197252,790,阿斯图里亚斯,Asturias,large_town,5,0.0,9,SPR,西班牙帝国,Spanish Empire,,SPR,,land,hills,true,europe,1,"171,174,167",2717.80,10.98,1387.00,-1.57,0.20,yes,1,2,1,"{""coal"": 6}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\790-Asturias.txt
base,11825,巴利亚多利德,Valladolid,3,,所属地区manpower,713628,791,巴利亚多利德,Valladolid,rural,2,0.0,13,SPR,西班牙帝国,Spanish Empire,,SPR,,land,plains,false,europe,1,"172,108,77",2732.20,12.40,1354.80,-1.57,0.16,yes,1,5,2,"{""coal"": 2, ""tungsten"": 10.0}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\791-Valladolid.txt
base,740,毕尔巴鄂,Bilbao,10,,所属地区manpower,928094,792,巴斯克,País Vasco,town,4,0.0,4,SPR,西班牙帝国,Spanish Empire,,NAV;SPR,,land,urban,true,europe,1,"3,153,170",2758.20,9.80,1384.88,-1.57,0.20,yes,1,4,2,"{""steel"": 8.0}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\792-Basque Country.txt
base,3945,昆卡,Cuenca,1,,所属地区manpower,527697,793,瓜达拉哈拉,Guadalajara,rural,2,0.0,14,SPR,西班牙帝国,Spanish Empire,,SPR,,land,hills,false,europe,1,"46,162,133",2775.79,13.90,1322.13,-1.57,0.24,yes,1,1,1,,"{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\793-Guadalajara.txt
base,3954,卡斯佩,Caspe,1,,所属地区manpower,387366,794,东阿拉贡,Eastern Aragón,pastoral,1,0.0,14,SPR,西班牙帝国,Spanish Empire,,SPR,,land,hills,false,europe,1,"46,171,128",2803.16,11.15,1344.00,-1.57,0.20,no,,1,2,,"{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\794-Eastern Aragon.txt
base,9869,埃武拉,Évora,1,,所属地区manpower,729712,795,圣塔伦,Santarém,rural,2,0.0,8,POR,葡萄牙,Portugal,,POR,,land,forest,false,europe,1,"130,138,129",2681.35,10.10,1297.61,1.57,0.18,no,,0,0,"{""chromium"": 20.0}","{""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\795-Santarem.txt
base,924,圣塔伦,Santarém,1,,所属地区manpower,729712,795,圣塔伦,Santarém,rural,2,0.0,8,POR,葡萄牙,Portugal,,POR,,land,plains,false,europe,1,"4,138,95",2674.12,9.90,1313.29,1.57,0.22,no,,1,1,"{""chromium"": 20.0}","{""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\795-Santarem.txt
base,2115,卡宾达,Cabinda,1,,所属地区manpower,25000,796,卡宾达,Cabinda,rural,2,0.0,1,POR,葡萄牙,Portugal,,ANG,,land,forest,true,africa,5,"10,9,170",2996.58,9.50,563.59,1.57,0.32,no,,0,0,,"{""infrastructure"": 1}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\796-North Angola.txt
base,9833,伊斯坦布尔,Istanbul,25,,所属地区manpower,1042276,797,伊斯坦布尔,Istanbul,city,6,0.0,2,TUR,土耳其,Turkey,,TUR,,land,urban,true,europe,1,"130,90,179",3254.88,9.70,1345.00,-1.57,0.20,yes,1,2,2,,"{""air_base"": 4, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}","{""landmark_hagia_sophia"": {""allowed"": {""has_dlc"": ""Graveyard of Empires""}, ""level"": 1}, ""naval_base"": 8}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\797-Istanbul.txt
base,3862,约兹加特,Yozgat,3,,所属地区manpower,531172,798,阿马西亚,Amasya,rural,2,0.0,6,TUR,土耳其,Turkey,,TUR,,land,plains,false,middle_east,7,"46,66,83",3339.76,12.07,1315.00,1.57,0.28,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\798-Amasya.txt
base,919,阿马西亚,Amasya,5,,所属地区manpower,531172,798,阿马西亚,Amasya,rural,2,0.0,6,TUR,土耳其,Turkey,,TUR,,land,plains,false,middle_east,7,"4,129,150",3362.30,12.91,1317.00,1.57,0.30,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\798-Amasya.txt
base,12029,安塔基亚,Antakya,1,,所属地区manpower,234379,799,哈塔伊,Hatay,enclave,0,0.0,1,SYR,叙利亚王国,Kingdom of Syria,,TUR;SYR,,land,mountain,true,middle_east,7,"173,132,7",3373.88,12.30,1255.00,-1.57,0.32,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\799-Hatay.txt
base,6935,凡城,Van,5,,所属地区manpower,365490,800,凡城,Van,rural,2,0.0,7,TUR,土耳其,Turkey,,,,land,hills,false,middle_east,7,"88,135,151",3483.16,11.30,1298.43,-1.57,0.32,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\800-Van.txt
base,12376,阿勒,Qerekose,1,,所属地区manpower,365490,800,凡城,Van,rural,2,0.0,7,TUR,土耳其,Turkey,,,,land,mountain,false,middle_east,7,"175,81,162",3478.92,14.88,1320.00,1.57,0.26,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\800-Van.txt
base,9612,鲁塞,Ruse,3,,所属地区manpower,1218780,801,默西亚,Moesia,rural,2,0.0,6,BUL,保加利亚,Bulgaria,,BUL,,land,plains,false,europe,1,"129,39,59",3209.48,10.09,1391.00,1.57,0.28,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\801-Moesia.txt
base,3796,普列文,Pleven,3,,所属地区manpower,1218780,801,默西亚,Moesia,rural,2,0.0,6,BUL,保加利亚,Bulgaria,,BUL,,land,plains,false,europe,1,"46,9,188",3186.84,10.41,1387.00,1.57,0.22,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\801-Moesia.txt
base,6940,普里什蒂纳,Prishtina,3,,所属地区manpower,616000,802,科索沃,Kosovo,rural,2,0.0,4,YUG,南斯拉夫,Yugoslavia,,YUG;KOS;SER,,land,plains,false,europe,1,"88,141,181",3129.88,11.58,1375.00,-1.57,0.28,yes,1,1,1,"{""steel"": 2.0}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\802-Kosovo.txt
base,9849,普里兹伦,Prizren,2,,所属地区manpower,616000,802,科索沃,Kosovo,rural,2,0.0,4,YUG,南斯拉夫,Yugoslavia,,YUG;KOS;SER,,land,mountain,false,europe,1,"130,111,84",3127.88,14.40,1366.44,-1.57,0.24,no,,0,0,"{""steel"": 2.0}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\802-Kosovo.txt
base,11857,莱斯科瓦茨,Leskovac,1,,所属地区manpower,210000,803,南塞尔维亚,Southern Serbia,pastoral,1,0.0,3,YUG,南斯拉夫,Yugoslavia,,YUG;SER,BUL,land,mountain,false,europe,1,"172,147,182",3155.16,13.13,1373.00,-1.57,0.24,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\803-Southern Serbia.txt
base,9894,莫斯塔尔,Mostar,3,,所属地区manpower,547200,804,黑塞哥维那,Herzegovina,town,4,0.0,4,YUG,南斯拉夫,Yugoslavia,,YUG;BOS;HRZ,,land,mountain,false,europe,1,"130,165,214",3080.64,11.73,1385.00,1.57,0.24,no,,0,0,"{""aluminium"": 7}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\804-Herzegovina.txt
base,914,吉罗卡斯特,Gjirokastër,1,,所属地区manpower,262200,805,北伊庇鲁斯,Northern Epirus,pastoral,1,0.0,3,ALB,阿尔巴尼亚王国,Albanian Kingdom,,ALB,GRE;ITA,land,hills,true,europe,1,"4,126,35",3120.40,13.20,1325.29,1.57,0.22,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\805-Northern Epirus.txt
base,9710,巴约讷,Bayonne,3,,所属地区manpower,280723,806,比利牛斯-大西洋,Pyrénées-Atlantiques,town,4,0.0,3,FRA,波旁法国,Bourbon France,,NAV;FRA,,land,forest,true,europe,1,"129,159,79",2786.64,9.70,1393.00,1.57,0.24,no,,1,1,,"{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\806-French Basque Country.txt
